instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
550,25-01-2011,1,0,1,1,False,2,2,0.16,549,0.1667,0.69,0.1642,0,5,5,,,,,,,,,,,,,,,,
551,25-01-2011,1,0,1,2,False,2,1,0.16,550,0.1515,0.69,0.2239,0,2,2,,,,,,,,,,,,,,,,
552,25-01-2011,1,0,1,4,False,2,1,0.14,551,0.1667,0.74,0.1045,0,1,1,,,,,,,,,,,,,,,,
553,25-01-2011,1,0,1,5,False,2,1,0.14,552,0.1364,0.74,0.2239,0,9,9,,,,,,,,,,,,,,,,
554,25-01-2011,1,0,1,6,False,2,1,0.16,553,0.1818,0.74,0.1045,1,35,36,,,,,,,,,,,,,,,,
555,25-01-2011,1,0,1,7,False,2,1,0.16,554,0.1515,0.74,0.2239,5,103,108,,,,,,,,,,,,,,,,
556,25-01-2011,1,0,1,8,False,2,2,0.16,555,0.1818,0.74,0.1343,5,233,238,,,,,,,,,,,,,,,,
557,25-01-2011,1,0,1,9,False,2,2,0.2,556,0.2273,0.64,0.0896,10,134,144,,,,,,,,,,,,,,,,
558,25-01-2011,1,0,1,10,False,2,2,0.22,557,0.2424,0.6,0.1045,6,49,55,,,,,,,,,,,,,,,,
559,25-01-2011,1,0,1,11,False,2,2,0.24,558,0.2424,0.6,0.1343,6,55,61,,,,,,,,,,,,,,,,
560,25-01-2011,1,0,1,12,False,2,2,0.26,559,0.2879,0.56,0.0896,21,85,106,,,,,,,,,,,,,,,,
561,25-01-2011,1,0,1,13,False,2,2,0.26,560,0.2727,0.56,0.1343,21,72,93,,,,,,,,,,,,,,,,
562,25-01-2011,1,0,1,14,False,2,2,0.3,561,0.3333,0.45,0.0,11,57,68,,,,,,,,,,,,,,,,
563,25-01-2011,1,0,1,15,False,2,2,0.32,562,0.3485,0.42,0.0,21,63,84,,,,,,,,,,,,,,,,
564,25-01-2011,1,0,1,16,False,2,2,0.32,563,0.3485,0.42,0.0,14,102,116,,,,,,,,,,,,,,,,
565,25-01-2011,1,0,1,17,False,2,1,0.3,564,0.3333,0.45,0.0,14,208,222,,,,,,,,,,,,,,,,
566,25-01-2011,1,0,1,18,False,2,2,0.3,565,0.3182,0.49,0.0896,7,218,225,,,,,,,,,,,,,,,,
567,25-01-2011,1,0,1,19,False,2,2,0.26,566,0.2576,0.65,0.1642,13,133,146,,,,,,,,,,,,,,,,
568,25-01-2011,1,0,1,20,False,2,1,0.24,567,0.2273,0.65,0.194,16,103,119,,,,,,,,,,,,,,,,
569,25-01-2011,1,0,1,21,False,2,1,0.24,568,0.2273,0.65,0.194,5,40,45,,,,,,,,,,,,,,,,
570,25-01-2011,1,0,1,22,False,2,1,0.22,569,0.2273,0.64,0.1642,4,49,53,,,,,,,,,,,,,,,,
571,25-01-2011,1,0,1,23,False,2,2,0.22,570,0.2273,0.64,0.1642,3,37,40,,,,,,,,,,,,,,,,
572,26-01-2011,1,0,1,0,False,3,2,0.22,571,0.2273,0.69,0.1343,3,14,17,,,,,,,,,,,,,,,,
573,26-01-2011,1,0,1,1,False,3,2,0.24,572,0.2424,0.65,0.1343,0,5,5,,,,,,,,,,,,,,,,
574,26-01-2011,1,0,1,2,False,3,3,0.22,573,0.2273,0.69,0.194,3,7,10,,,,,,,,,,,,,,,,
575,26-01-2011,1,0,1,5,False,3,3,0.2,574,0.1818,0.86,0.2836,0,1,1,,,,,,,,,,,,,,,,
576,26-01-2011,1,0,1,6,False,3,3,0.2,575,0.1818,0.86,0.2836,0,8,8,,,,,,,,,,,,,,,,
577,26-01-2011,1,0,1,7,False,3,3,0.22,576,0.2121,0.87,0.2985,1,29,30,,,,,,,,,,,,,,,,
578,26-01-2011,1,0,1,8,False,3,3,0.22,577,0.2121,0.87,0.2985,3,69,72,,,,,,,,,,,,,,,,
579,26-01-2011,1,0,1,9,False,3,3,0.22,578,0.2121,0.87,0.2985,3,55,58,,,,,,,,,,,,,,,,
580,26-01-2011,1,0,1,10,False,3,3,0.22,579,0.2121,0.93,0.2836,2,26,28,,,,,,,,,,,,,,,,
581,26-01-2011,1,0,1,11,False,3,3,0.22,580,0.197,0.93,0.3284,6,35,41,,,,,,,,,,,,,,,,
582,26-01-2011,1,0,1,12,False,3,3,0.22,581,0.197,0.93,0.3284,7,41,48,,,,,,,,,,,,,,,,
583,26-01-2011,1,0,1,13,False,3,3,0.22,582,0.197,0.93,0.3284,4,43,47,,,,,,,,,,,,,,,,
584,26-01-2011,1,0,1,14,False,3,3,0.22,583,0.197,0.93,0.3582,0,36,36,,,,,,,,,,,,,,,,
585,26-01-2011,1,0,1,15,False,3,3,0.22,584,0.1818,0.93,0.4627,1,42,43,,,,,,,,,,,,,,,,
586,26-01-2011,1,0,1,16,False,3,4,0.22,585,0.197,0.93,0.3284,1,35,36,,,,,,,,,,,,,,,,
587,26-01-2011,1,0,1,17,False,3,3,0.2,586,0.1818,0.93,0.3582,0,26,26,,,,,,,,,,,,,,,,
588,27-01-2011,1,0,1,16,False,4,1,0.22,587,0.2273,0.55,0.194,1,23,24,,,,,,,,,,,,,,,,
589,27-01-2011,1,0,1,17,False,4,1,0.22,588,0.2424,0.55,0.1045,2,82,84,,,,,,,,,,,,,,,,
590,27-01-2011,1,0,1,18,False,4,1,0.2,589,0.2273,0.69,0.0896,3,101,104,,,,,,,,,,,,,,,,
591,27-01-2011,1,0,1,19,False,4,1,0.2,590,0.2273,0.69,0.0896,3,76,79,,,,,,,,,,,,,,,,
592,27-01-2011,1,0,1,20,False,4,1,0.18,591,0.2121,0.74,0.0896,4,55,59,,,,,,,,,,,,,,,,
593,27-01-2011,1,0,1,21,False,4,1,0.18,592,0.2121,0.74,0.0896,2,36,38,,,,,,,,,,,,,,,,
594,27-01-2011,1,0,1,22,False,4,1,0.18,593,0.2121,0.74,0.0896,0,27,27,,,,,,,,,,,,,,,,
595,27-01-2011,1,0,1,23,False,4,1,0.18,594,0.197,0.8,0.1642,0,16,16,,,,,,,,,,,,,,,,
596,28-01-2011,1,0,1,0,False,5,2,0.2,595,0.2121,0.75,0.1343,0,9,9,,,,,,,,,,,,,,,,
597,28-01-2011,1,0,1,1,False,5,2,0.2,596,0.2121,0.75,0.1343,1,2,3,,,,,,,,,,,,,,,,
598,28-01-2011,1,0,1,2,False,5,2,0.2,597,0.2121,0.75,0.1642,0,2,2,,,,,,,,,,,,,,,,
599,28-01-2011,1,0,1,3,False,5,2,0.2,598,0.2273,0.75,0.1045,1,0,1,,,,,,,,,,,,,,,,
600,28-01-2011,1,0,1,5,False,5,2,0.18,599,0.2121,0.8,0.1045,0,4,4,,,,,,,,,,,,,,,,
601,28-01-2011,1,0,1,6,False,5,2,0.18,600,0.197,0.8,0.1343,0,16,16,,,,,,,,,,,,,,,,
602,28-01-2011,1,0,1,7,False,5,2,0.16,601,0.197,0.86,0.0896,2,58,60,,,,,,,,,,,,,,,,
603,28-01-2011,1,0,1,8,False,5,2,0.16,602,0.197,0.86,0.0896,2,155,157,,,,,,,,,,,,,,,,
604,28-01-2011,1,0,1,9,False,5,3,0.18,603,0.2121,0.86,0.0896,6,95,101,,,,,,,,,,,,,,,,
605,28-01-2011,1,0,1,10,False,5,3,0.18,604,0.2121,0.86,0.1045,0,49,49,,,,,,,,,,,,,,,,
606,28-01-2011,1,0,1,11,False,5,3,0.18,605,0.2121,0.93,0.1045,0,30,30,,,,,,,,,,,,,,,,
607,28-01-2011,1,0,1,12,False,5,3,0.18,606,0.2121,0.93,0.1045,1,28,29,,,,,,,,,,,,,,,,
608,28-01-2011,1,0,1,13,False,5,3,0.18,607,0.2121,0.93,0.1045,0,31,31,,,,,,,,,,,,,,,,
609,28-01-2011,1,0,1,14,False,5,3,0.22,608,0.2727,0.8,0.0,2,36,38,,,,,,,,,,,,,,,,
610,28-01-2011,1,0,1,15,False,5,2,0.2,609,0.2576,0.86,0.0,1,40,41,,,,,,,,,,,,,,,,
